AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,n1,n2,N11,N21,Len.,Voc.,Vol.,Dif.,Eff.,ConMetric,ConLockMetric,AtomicMetric,CollSynMetric,DesThread,StartMetric,SleepMetric,YieldMetric,JoinMetric,WaitMetric,NotifyMetric,NotifyAllMetric,Syn,LockLock,LockUnlock,ConAwait,ConSignal,ConSignalAll,SemAcquire,SemRelease,LatchAwait,LatchCountDown,BarrierAwait,ThrFctNewThr,Execute,AwaitTermi,Shutdown,ShutdownNow,ThrPoolExecFinalize,StartThread,ThrPoolExecReject,NewThrPool,FutureCancel,FutureGet,FutureRun,VectorMetric,HashTableMetric,ThreadLocal,VolatileMetric,FinalMetric,FinallyMetric,
2.727272727,2.727272727,2.727272727,1,15.63636364,0,9.363636364,4.636363636,1,0,4,13.36363636,13.36363636,13.36363636,4.090909091,13.36363636,0,1,0,12.36363636,278.1818182,30.36363636,156.6363636,53.63636364,101.3636364,91.18181818,78.81818182,120.9090909,50.45454545,70.45454545,12.18181818,12.18181818,12.18181818,10.54545455,2.727272727,0.605454545,44.09090909,44.09090909,44.09090909,22.90909091,182.1818182,183.6363636,530.0909091,341.6363636,871.7272727,365.8181818,4481,157.1818182,75742.72727,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,1,1,1,7.166666667,0,5,2,2,5,3.5,31.33333333,29.33333333,26.33333333,19.83333333,31.33333333,0,4.5,0,26.83333333,348.6666667,37.83333333,206.1666667,80.83333333,98,104.6666667,100,148,66.66666667,81.33333333,4.5,4.5,4.5,3,3,0.506666667,47.83333333,47.83333333,48,33.33333333,256,244.5,555,395.8333333,950.8333333,500.5,4217.333333,185.8333333,44966.16667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
1,1,1,1,6,0,5,0,3.058823529,0,0,24.94117647,24.94117647,24.94117647,7.705882353,24.94117647,0,0,0,24.94117647,260.6470588,35.94117647,179.5882353,76.88235294,75.70588235,45.11764706,82.05882353,121.7058824,66.76470588,54.94117647,6,6,6,1,1,0.250588235,34.58823529,34.58823529,35.58823529,24.94117647,236.6470588,182.8823529,448.2352941,254.8823529,703.1176471,419.5294118,3490.411765,146.2352941,52100.29412,0,0,0,0,0,0,0,0,0,0,0,0,9.117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.41176471,0,0
1,1,1,1,6,0,4,2,3,0,0,7,8,10,9,10,3,0,0,7,135.8333333,18,50.33333333,25,17,67.5,24,35,20,15,4,4,4,1,2,1.34,10,10,10,7,51,47,103,72,175,98,727,35,7773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,11.83333333,0,4,6.833333333,1,0,2,6.333333333,6.333333333,6.333333333,3.166666667,6.333333333,0,0,0,6.333333333,119.3333333,14.66666667,41.33333333,16.5,22.66666667,63.33333333,22.66666667,33,16.5,16.5,3,3,3,1,1,1.535,11.33333333,11.33333333,11.33333333,6.333333333,68.66666667,40.16666667,97.83333333,59.5,157.3333333,108.8333333,677,47.66666667,6748.666667,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0.421052632,0.421052632,0.421052632,0.421052632,5.368421053,0,1.263157895,4.105263158,1,0,0,4.947368421,13.15789474,13.15789474,0.421052632,13.15789474,0,0,0.105263158,13.05263158,213.3157895,16.89473684,34.26315789,23.36842105,4.947368421,162.1578947,18.94736842,24.89473684,19.94736842,4.947368421,0.421052632,0.421052632,0.421052632,0.421052632,0,5.155789474,4.947368421,4.947368421,4.947368421,4.947368421,84.57894737,72.31578947,108.6842105,85.05263158,193.7368421,156.8947368,724.7894737,47,3295.631579,0,0,0,0,0,0,0,0,0,0,0,0,2.526315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421052632,0,0
1,1,1,1,0,0,0,0,1,0,0,2,0,2,5,2,0,0,0,2,46,1,8,7,0,37,1,2,2,0,1,1,1,1,0,4.63,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,7,0,6,0,6,0,0,21.63157895,25.63157895,25.63157895,16.05263158,25.63157895,4,2,0,19.63157895,283.5263158,54.94736842,202.5789474,87.84210526,86.36842105,26,102.3684211,141.7894737,69.26315789,72.52631579,10,10,10,6,4,0.126842105,33.10526316,33.10526316,33.10526316,26.63157895,205.0526316,175.5263158,472.7894737,283.2105263,756,380.5789474,3595.526316,141.6842105,56934.05263,0,0,0,0,0,0,0,0,0,0,0,0,10.26315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578947368,0,0
1,1,1,1,9.470588235,0,4.470588235,4.294117647,2,0,0,27.70588235,27.70588235,27.70588235,4,27.70588235,0,0,0,27.70588235,362.6470588,32.76470588,163.6470588,56.41176471,79,166.2352941,86.76470588,129.5882353,54.35294118,75.23529412,10.47058824,10.47058824,10.47058824,10.17647059,1.705882353,1.051176471,41.29411765,41.29411765,41.29411765,36.88235294,247.8235294,193.2941176,511.8235294,338.8823529,850.7058824,441.1176471,3638.411765,204.1764706,47533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.705882353,0,0
0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,4,1.263157895,0,0,2.736842105,63.57894737,5,7,6,0,51.57894737,5,6,6,0,0,0,0,0,0,7.37,0,0,0,0,17.73684211,12,18.73684211,12,30.73684211,29.73684211,89.94736842,7.684210526,177.3684211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
